217, 80
214, 81
212, 82
215, 80
203, 93
212, 84
212, 87
206, 75
206, 92
208, 92
216, 83
209, 86
208, 94
210, 91
208, 77
218, 79
202, 93
214, 83
209, 83
210, 83
214, 87
211, 84
209, 90
206, 79
210, 89
204, 76
209, 97
200, 94
220, 78
192, 94
214, 88
211, 91
202, 94
203, 92
204, 93
219, 80
205, 81
201, 91
200, 92
211, 88
203, 76
207, 90
207, 74
210, 97
197, 94
197, 91
214, 80
217, 78
206, 97
208, 85
209, 82
198, 91
204, 85
194, 95
208, 90
205, 91
203, 95
219, 83
206, 94
215, 78
207, 81
221, 79
209, 81
212, 78
202, 72
215, 77
204, 73
194, 93
193, 92
198, 93
208, 89
197, 95
209, 76
192, 95
195, 97
201, 89
189, 95
207, 84
209, 95
208, 88
200, 88
207, 88
205, 98
220, 77
204, 89
229, 77
204, 82
220, 82
207, 77
200, 71
209, 78
205, 78
205, 72
200, 95
194, 91
210, 95
209, 75
203, 94
195, 91
211, 86
190, 94
194, 92
196, 97
217, 83
211, 92
181, 98
184, 96
206, 86
183, 96
198, 69
200, 96
205, 89
191, 91
197, 88
207, 96
202, 83
230, 77
226, 78
211, 78
191, 90
199, 71
213, 79
201, 74
197, 69
205, 87
196, 92
198, 76
187, 95
198, 72
200, 70
193, 97
207, 72
189, 93
188, 96
187, 94
225, 79
191, 95
192, 77
201, 71
213, 90
181, 99
194, 88
209, 80
188, 91
198, 96
200, 83
198, 88
202, 99
239, 78
226, 79
192, 89
211, 76
191, 98
200, 75
211, 96
197, 73
185, 97
198, 83
196, 98
204, 84
238, 77
204, 77
218, 76
200, 85
203, 99
194, 75
187, 92
193, 101
237, 79
204, 70
181, 96
193, 78
203, 82
204, 74
193, 75
197, 76
187, 91
197, 98
185, 95
191, 88
201, 97
237, 80
205, 96
190, 85
232, 75
209, 74
195, 87
212, 92
188, 90
203, 71
200, 98
200, 76
196, 83
209, 72
202, 88
193, 98
194, 73
195, 101
228, 76
198, 87
246, 74
194, 99
236, 76
211, 80
206, 108
190, 88
201, 87
188, 88
194, 87
191, 75
196, 73
214, 77
189, 98
235, 79
190, 87
193, 84
198, 82
191, 79
206, 99
231, 74
196, 100
191, 99
190, 101
196, 77
194, 85
249, 74
210, 75
215, 88
191, 85
203, 85
180, 95
241, 77
243, 76
197, 85
219, 76
228, 82
198, 100
185, 91
229, 74
195, 72
206, 110
200, 68
222, 77
210, 73
191, 102
188, 87
211, 79
247, 74
189, 76
215, 75
193, 103
197, 71
204, 80
189, 101
183, 95
233, 76
236, 82
217, 87
191, 81
203, 102
234, 75
207, 99
204, 108
184, 94
204, 107
189, 86
186, 81
197, 68
190, 78
222, 79
194, 79
240, 77
232, 74
188, 84
257, 71
211, 72
244, 74
192, 78
213, 74
229, 72
183, 91
194, 69
206, 113
191, 74
225, 76
186, 88
206, 105
202, 100
188, 74
183, 100
183, 99
238, 76
192, 102
199, 100
236, 81
217, 85
193, 80
238, 83
204, 102
215, 74
239, 84
236, 83
203, 109
191, 104
184, 82
215, 73
236, 84
207, 110
202, 110
190, 81
194, 104
231, 72
248, 75
187, 99
219, 74
195, 68
206, 114
182, 90
224, 76
235, 76
187, 98
187, 73
